pid,col_id,college,travel_time,compare_val
1096400,20,Seattle Central College,0.28,TRUE
1096400,1,Bates Technical College,0.69,FALSE
1096400,4,Centralia College,1.48,FALSE
1096400,28,Yakima Valley College,2.45,FALSE
1106192,20,Seattle Central College,0.28,TRUE
1106192,1,Bates Technical College,0.72,FALSE
1106192,4,Centralia College,1.51,FALSE
1106192,28,Yakima Valley College,2.45,FALSE
1111231,20,Seattle Central College,0.28,TRUE
1111231,1,Bates Technical College,0.71,FALSE
1111231,4,Centralia College,1.5,FALSE
1111231,28,Yakima Valley College,2.45,FALSE
529957,20,Seattle Central College,0.28,TRUE
529957,1,Bates Technical College,0.56,FALSE
529957,4,Centralia College,1.35,FALSE
529957,28,Yakima Valley College,2.45,FALSE
12884,28,Yakima Valley College,0.28,TRUE
12884,20,Seattle Central College,2.54,FALSE
12884,1,Bates Technical College,2.8,FALSE
12884,4,Centralia College,3.06,FALSE
147253,28,Yakima Valley College,0.28,TRUE
147253,20,Seattle Central College,2.52,FALSE
147253,1,Bates Technical College,2.78,FALSE
147253,4,Centralia College,2.96,FALSE
299986,28,Yakima Valley College,0.28,TRUE
299986,20,Seattle Central College,2.52,FALSE
299986,1,Bates Technical College,2.79,FALSE
299986,4,Centralia College,2.89,FALSE
521981,28,Yakima Valley College,0.28,TRUE
521981,20,Seattle Central College,2.52,FALSE
521981,1,Bates Technical College,2.78,FALSE
521981,4,Centralia College,3.02,FALSE
162588,1,Bates Technical College,0.29,TRUE
162588,20,Seattle Central College,0.64,FALSE
162588,4,Centralia College,1.08,FALSE
162588,28,Yakima Valley College,2.54,FALSE
202987,1,Bates Technical College,0.29,TRUE
202987,20,Seattle Central College,0.79,FALSE
202987,4,Centralia College,1.04,FALSE
202987,28,Yakima Valley College,2.7,FALSE
236036,1,Bates Technical College,0.29,TRUE
236036,20,Seattle Central College,0.61,FALSE
236036,4,Centralia College,1.1,FALSE
236036,28,Yakima Valley College,2.51,FALSE
841192,1,Bates Technical College,0.29,TRUE
841192,20,Seattle Central College,0.79,FALSE
841192,4,Centralia College,1.04,FALSE
841192,28,Yakima Valley College,2.7,FALSE
222028,4,Centralia College,0.29,TRUE
222028,1,Bates Technical College,1.1,FALSE
222028,20,Seattle Central College,1.59,FALSE
222028,28,Yakima Valley College,2.97,FALSE
1341,4,Centralia College,0.29,TRUE
1341,1,Bates Technical College,0.93,FALSE
1341,20,Seattle Central College,1.42,FALSE
1341,28,Yakima Valley College,3.11,FALSE
130241,20,Seattle Central College,0.29,TRUE
130241,1,Bates Technical College,0.59,FALSE
130241,4,Centralia College,1.38,FALSE
130241,28,Yakima Valley College,2.47,FALSE
155221,20,Seattle Central College,0.29,TRUE
155221,1,Bates Technical College,0.72,FALSE
155221,4,Centralia College,1.51,FALSE
155221,28,Yakima Valley College,2.46,FALSE
184928,20,Seattle Central College,0.29,TRUE
184928,1,Bates Technical College,0.69,FALSE
184928,4,Centralia College,1.48,FALSE
184928,28,Yakima Valley College,2.33,FALSE
200153,20,Seattle Central College,0.29,TRUE
200153,1,Bates Technical College,0.83,FALSE
200153,4,Centralia College,1.62,FALSE
200153,28,Yakima Valley College,2.48,FALSE
244699,20,Seattle Central College,0.29,TRUE
244699,1,Bates Technical College,0.72,FALSE
244699,4,Centralia College,1.51,FALSE
244699,28,Yakima Valley College,2.46,FALSE
262209,20,Seattle Central College,0.29,TRUE
262209,1,Bates Technical College,0.66,FALSE
262209,4,Centralia College,1.45,FALSE
262209,28,Yakima Valley College,2.46,FALSE
270045,20,Seattle Central College,0.29,TRUE
270045,1,Bates Technical College,0.57,FALSE
270045,4,Centralia College,1.36,FALSE
270045,28,Yakima Valley College,2.46,FALSE
281845,20,Seattle Central College,0.29,TRUE
281845,1,Bates Technical College,0.67,FALSE
281845,4,Centralia College,1.46,FALSE
281845,28,Yakima Valley College,2.46,FALSE
285421,20,Seattle Central College,0.29,TRUE
285421,1,Bates Technical College,0.58,FALSE
285421,4,Centralia College,1.37,FALSE
285421,28,Yakima Valley College,2.46,FALSE
308601,20,Seattle Central College,0.29,TRUE
308601,1,Bates Technical College,0.73,FALSE
308601,4,Centralia College,1.52,FALSE
308601,28,Yakima Valley College,2.46,FALSE
315482,20,Seattle Central College,0.29,TRUE
315482,1,Bates Technical College,0.59,FALSE
315482,4,Centralia College,1.38,FALSE
315482,28,Yakima Valley College,2.46,FALSE
317303,20,Seattle Central College,0.29,TRUE
317303,1,Bates Technical College,0.71,FALSE
317303,4,Centralia College,1.5,FALSE
317303,28,Yakima Valley College,2.46,FALSE
332632,20,Seattle Central College,0.29,TRUE
332632,1,Bates Technical College,0.73,FALSE
332632,4,Centralia College,1.52,FALSE
332632,28,Yakima Valley College,2.46,FALSE
332812,20,Seattle Central College,0.29,TRUE
332812,1,Bates Technical College,0.59,FALSE
332812,4,Centralia College,1.38,FALSE
332812,28,Yakima Valley College,2.46,FALSE
427129,20,Seattle Central College,0.29,TRUE
427129,1,Bates Technical College,0.69,FALSE
427129,4,Centralia College,1.48,FALSE
427129,28,Yakima Valley College,2.46,FALSE
510926,20,Seattle Central College,0.29,TRUE
510926,1,Bates Technical College,0.57,FALSE
510926,4,Centralia College,1.36,FALSE
510926,28,Yakima Valley College,2.46,FALSE
525002,20,Seattle Central College,0.29,TRUE
525002,1,Bates Technical College,0.67,FALSE
525002,4,Centralia College,1.46,FALSE
525002,28,Yakima Valley College,2.46,FALSE
525924,20,Seattle Central College,0.29,TRUE
525924,1,Bates Technical College,0.58,FALSE
525924,4,Centralia College,1.37,FALSE
525924,28,Yakima Valley College,2.46,FALSE
641124,20,Seattle Central College,0.29,TRUE
641124,1,Bates Technical College,0.56,FALSE
641124,4,Centralia College,1.35,FALSE
641124,28,Yakima Valley College,2.46,FALSE
729807,20,Seattle Central College,0.29,TRUE
729807,1,Bates Technical College,0.68,FALSE
729807,4,Centralia College,1.47,FALSE
729807,28,Yakima Valley College,2.46,FALSE
770008,20,Seattle Central College,0.29,TRUE
770008,1,Bates Technical College,0.65,FALSE
770008,4,Centralia College,1.44,FALSE
770008,28,Yakima Valley College,2.46,FALSE
793070,20,Seattle Central College,0.29,TRUE
793070,1,Bates Technical College,0.69,FALSE
793070,4,Centralia College,1.48,FALSE
793070,28,Yakima Valley College,2.46,FALSE
888192,20,Seattle Central College,0.29,TRUE
888192,1,Bates Technical College,0.69,FALSE
888192,4,Centralia College,1.48,FALSE
888192,28,Yakima Valley College,2.46,FALSE
1015201,20,Seattle Central College,0.29,TRUE
1015201,1,Bates Technical College,0.57,FALSE
1015201,4,Centralia College,1.36,FALSE
1015201,28,Yakima Valley College,2.46,FALSE
1075211,20,Seattle Central College,0.29,TRUE
1075211,1,Bates Technical College,0.7,FALSE
1075211,4,Centralia College,1.48,FALSE
1075211,28,Yakima Valley College,2.46,FALSE
1101256,20,Seattle Central College,0.29,TRUE
1101256,1,Bates Technical College,0.82,FALSE
1101256,4,Centralia College,1.61,FALSE
1101256,28,Yakima Valley College,2.49,FALSE
1235200,20,Seattle Central College,0.29,TRUE
1235200,1,Bates Technical College,0.73,FALSE
1235200,4,Centralia College,1.52,FALSE
1235200,28,Yakima Valley College,2.46,FALSE
1782,20,Seattle Central College,0.29,TRUE
1782,1,Bates Technical College,0.71,FALSE
1782,4,Centralia College,1.5,FALSE
1782,28,Yakima Valley College,2.46,FALSE
3165,20,Seattle Central College,0.29,TRUE
3165,1,Bates Technical College,0.58,FALSE
3165,4,Centralia College,1.36,FALSE
3165,28,Yakima Valley College,2.46,FALSE
320848,28,Yakima Valley College,0.29,TRUE
320848,20,Seattle Central College,2.34,FALSE
320848,1,Bates Technical College,2.6,FALSE
320848,4,Centralia College,2.93,FALSE
1753,1,Bates Technical College,0.3,TRUE
1753,20,Seattle Central College,0.8,FALSE
1753,4,Centralia College,1.05,FALSE
1753,28,Yakima Valley College,2.71,FALSE
1223,1,Bates Technical College,0.3,TRUE
1223,20,Seattle Central College,0.64,FALSE
1223,4,Centralia College,1.09,FALSE
1223,28,Yakima Valley College,2.51,FALSE
1297,1,Bates Technical College,0.3,TRUE
1297,20,Seattle Central College,0.62,FALSE
1297,4,Centralia College,1.11,FALSE
1297,28,Yakima Valley College,2.52,FALSE
49373,1,Bates Technical College,0.3,TRUE
49373,20,Seattle Central College,0.56,FALSE
49373,4,Centralia College,1.09,FALSE
49373,28,Yakima Valley College,2.46,FALSE
314581,1,Bates Technical College,0.3,TRUE
314581,20,Seattle Central College,0.8,FALSE
314581,4,Centralia College,1.05,FALSE
314581,28,Yakima Valley College,2.7,FALSE
636995,1,Bates Technical College,0.3,TRUE
636995,20,Seattle Central College,0.62,FALSE
636995,4,Centralia College,1.11,FALSE
636995,28,Yakima Valley College,2.52,FALSE
678052,1,Bates Technical College,0.3,TRUE
678052,20,Seattle Central College,0.8,FALSE
678052,4,Centralia College,1.05,FALSE
678052,28,Yakima Valley College,2.71,FALSE
678068,1,Bates Technical College,0.3,TRUE
678068,20,Seattle Central College,0.61,FALSE
678068,4,Centralia College,1.09,FALSE
678068,28,Yakima Valley College,2.49,FALSE
682925,1,Bates Technical College,0.3,TRUE
682925,20,Seattle Central College,0.8,FALSE
682925,4,Centralia College,1.05,FALSE
682925,28,Yakima Valley College,2.71,FALSE
68972,20,Seattle Central College,0.3,TRUE
68972,1,Bates Technical College,0.7,FALSE
68972,4,Centralia College,1.49,FALSE
68972,28,Yakima Valley College,2.34,FALSE
665941,20,Seattle Central College,0.3,TRUE
665941,1,Bates Technical College,0.69,FALSE
665941,4,Centralia College,1.48,FALSE
665941,28,Yakima Valley College,2.34,FALSE
948195,4,Centralia College,0.3,TRUE
948195,1,Bates Technical College,0.93,FALSE
948195,20,Seattle Central College,1.42,FALSE
948195,28,Yakima Valley College,3.12,FALSE
157836,20,Seattle Central College,0.3,TRUE
157836,1,Bates Technical College,0.56,FALSE
157836,4,Centralia College,1.35,FALSE
157836,28,Yakima Valley College,2.47,FALSE
332806,20,Seattle Central College,0.3,TRUE
332806,1,Bates Technical College,0.58,FALSE
332806,4,Centralia College,1.37,FALSE
332806,28,Yakima Valley College,2.47,FALSE
1775,20,Seattle Central College,0.3,TRUE
1775,1,Bates Technical College,0.58,FALSE
1775,4,Centralia College,1.37,FALSE
1775,28,Yakima Valley College,2.47,FALSE
1778,20,Seattle Central College,0.3,TRUE
1778,1,Bates Technical College,0.64,FALSE
1778,4,Centralia College,1.43,FALSE
1778,28,Yakima Valley College,2.47,FALSE
42793,20,Seattle Central College,0.3,TRUE
42793,1,Bates Technical College,0.61,FALSE
42793,4,Centralia College,1.4,FALSE
42793,28,Yakima Valley College,2.48,FALSE
96971,20,Seattle Central College,0.3,TRUE
96971,1,Bates Technical College,0.6,FALSE
96971,4,Centralia College,1.39,FALSE
96971,28,Yakima Valley College,2.47,FALSE
102627,20,Seattle Central College,0.3,TRUE
102627,1,Bates Technical College,0.58,FALSE
102627,4,Centralia College,1.37,FALSE
102627,28,Yakima Valley College,2.48,FALSE
234467,20,Seattle Central College,0.3,TRUE
234467,1,Bates Technical College,0.68,FALSE
234467,4,Centralia College,1.47,FALSE
234467,28,Yakima Valley College,2.47,FALSE
268602,20,Seattle Central College,0.3,TRUE
268602,1,Bates Technical College,0.59,FALSE
268602,4,Centralia College,1.38,FALSE
268602,28,Yakima Valley College,2.47,FALSE
278299,20,Seattle Central College,0.3,TRUE
278299,1,Bates Technical College,0.61,FALSE
278299,4,Centralia College,1.4,FALSE
278299,28,Yakima Valley College,2.48,FALSE
283172,20,Seattle Central College,0.3,TRUE
283172,1,Bates Technical College,0.58,FALSE
283172,4,Centralia College,1.37,FALSE
283172,28,Yakima Valley College,2.47,FALSE
302354,20,Seattle Central College,0.3,TRUE
302354,1,Bates Technical College,0.59,FALSE
302354,4,Centralia College,1.38,FALSE
302354,28,Yakima Valley College,2.47,FALSE
465979,20,Seattle Central College,0.3,TRUE
465979,1,Bates Technical College,0.58,FALSE
465979,4,Centralia College,1.37,FALSE
465979,28,Yakima Valley College,2.47,FALSE
529952,20,Seattle Central College,0.3,TRUE
529952,1,Bates Technical College,0.64,FALSE
529952,4,Centralia College,1.43,FALSE
529952,28,Yakima Valley College,2.47,FALSE
530954,20,Seattle Central College,0.3,TRUE
530954,1,Bates Technical College,0.57,FALSE
530954,4,Centralia College,1.36,FALSE
530954,28,Yakima Valley College,2.47,FALSE
659999,20,Seattle Central College,0.3,TRUE
659999,1,Bates Technical College,0.67,FALSE
659999,4,Centralia College,1.46,FALSE
659999,28,Yakima Valley College,2.47,FALSE
850189,20,Seattle Central College,0.3,TRUE
850189,1,Bates Technical College,0.73,FALSE
850189,4,Centralia College,1.52,FALSE
850189,28,Yakima Valley College,2.47,FALSE
875207,20,Seattle Central College,0.3,TRUE
875207,1,Bates Technical College,0.57,FALSE
875207,4,Centralia College,1.36,FALSE
875207,28,Yakima Valley College,2.47,FALSE
1163222,20,Seattle Central College,0.3,TRUE
1163222,1,Bates Technical College,0.58,FALSE
1163222,4,Centralia College,1.37,FALSE
1163222,28,Yakima Valley College,2.48,FALSE
1510,20,Seattle Central College,0.3,TRUE
1510,1,Bates Technical College,0.61,FALSE
1510,4,Centralia College,1.4,FALSE
1510,28,Yakima Valley College,2.47,FALSE
11536,28,Yakima Valley College,0.3,TRUE
11536,20,Seattle Central College,2.59,FALSE
11536,1,Bates Technical College,2.85,FALSE
11536,4,Centralia College,3.12,FALSE
973186,28,Yakima Valley College,0.3,TRUE
973186,20,Seattle Central College,2.5,FALSE
973186,1,Bates Technical College,2.76,FALSE
973186,4,Centralia College,3.12,FALSE
5693,1,Bates Technical College,0.31,TRUE
5693,20,Seattle Central College,0.78,FALSE
5693,4,Centralia College,1.05,FALSE
5693,28,Yakima Valley College,2.58,FALSE
128804,1,Bates Technical College,0.31,TRUE
128804,20,Seattle Central College,0.6,FALSE
128804,4,Centralia College,1.12,FALSE
128804,28,Yakima Valley College,2.5,FALSE
146873,1,Bates Technical College,0.31,TRUE
146873,20,Seattle Central College,0.81,FALSE
146873,4,Centralia College,1.06,FALSE
146873,28,Yakima Valley College,2.72,FALSE
249262,1,Bates Technical College,0.31,TRUE
249262,20,Seattle Central College,0.6,FALSE
249262,4,Centralia College,1.1,FALSE
249262,28,Yakima Valley College,2.48,FALSE
260295,1,Bates Technical College,0.31,TRUE
260295,20,Seattle Central College,0.6,FALSE
260295,4,Centralia College,1.1,FALSE
260295,28,Yakima Valley College,2.47,FALSE
302533,1,Bates Technical College,0.31,TRUE
302533,20,Seattle Central College,0.58,FALSE
302533,4,Centralia College,1.12,FALSE
302533,28,Yakima Valley College,2.48,FALSE
1204401,1,Bates Technical College,0.31,TRUE
1204401,20,Seattle Central College,0.76,FALSE
1204401,4,Centralia College,1.04,FALSE
1204401,28,Yakima Valley College,2.55,FALSE
152363,4,Centralia College,0.31,TRUE
152363,1,Bates Technical College,1.13,FALSE
152363,20,Seattle Central College,1.61,FALSE
152363,28,Yakima Valley College,2.71,FALSE
325287,4,Centralia College,0.31,TRUE
325287,1,Bates Technical College,0.95,FALSE
325287,20,Seattle Central College,1.44,FALSE
325287,28,Yakima Valley College,3.13,FALSE
1774,20,Seattle Central College,0.31,TRUE
1774,1,Bates Technical College,0.57,FALSE
1774,4,Centralia College,1.36,FALSE
1774,28,Yakima Valley College,2.47,FALSE
239674,20,Seattle Central College,0.31,TRUE
239674,1,Bates Technical College,0.57,FALSE
239674,4,Centralia College,1.36,FALSE
239674,28,Yakima Valley College,2.47,FALSE
132500,20,Seattle Central College,0.31,TRUE
132500,1,Bates Technical College,0.62,FALSE
132500,4,Centralia College,1.4,FALSE
132500,28,Yakima Valley College,2.48,FALSE
137464,20,Seattle Central College,0.31,TRUE
137464,1,Bates Technical College,0.74,FALSE
137464,4,Centralia College,1.53,FALSE
137464,28,Yakima Valley College,2.48,FALSE
191308,20,Seattle Central College,0.31,TRUE
191308,1,Bates Technical College,0.67,FALSE
191308,4,Centralia College,1.46,FALSE
191308,28,Yakima Valley College,2.48,FALSE
289103,20,Seattle Central College,0.31,TRUE
289103,1,Bates Technical College,0.62,FALSE
289103,4,Centralia College,1.41,FALSE
289103,28,Yakima Valley College,2.49,FALSE
301266,20,Seattle Central College,0.31,TRUE
301266,1,Bates Technical College,0.68,FALSE
301266,4,Centralia College,1.47,FALSE
301266,28,Yakima Valley College,2.35,FALSE
643973,20,Seattle Central College,0.31,TRUE
643973,1,Bates Technical College,0.68,FALSE
643973,4,Centralia College,1.47,FALSE
643973,28,Yakima Valley College,2.35,FALSE
751052,20,Seattle Central College,0.31,TRUE
751052,1,Bates Technical College,0.61,FALSE
751052,4,Centralia College,1.4,FALSE
751052,28,Yakima Valley College,2.48,FALSE
1142213,20,Seattle Central College,0.31,TRUE
1142213,1,Bates Technical College,0.66,FALSE
1142213,4,Centralia College,1.45,FALSE
1142213,28,Yakima Valley College,2.48,FALSE
1170381,20,Seattle Central College,0.31,TRUE
1170381,1,Bates Technical College,0.7,FALSE
1170381,4,Centralia College,1.49,FALSE
1170381,28,Yakima Valley College,2.35,FALSE
5691,1,Bates Technical College,0.32,TRUE
5691,20,Seattle Central College,0.64,FALSE
5691,4,Centralia College,1.13,FALSE
5691,28,Yakima Valley College,2.54,FALSE
128900,1,Bates Technical College,0.32,TRUE
128900,20,Seattle Central College,0.81,FALSE
128900,4,Centralia College,1.06,FALSE
128900,28,Yakima Valley College,2.71,FALSE
170522,1,Bates Technical College,0.32,TRUE
170522,20,Seattle Central College,0.64,FALSE
170522,4,Centralia College,1.13,FALSE
170522,28,Yakima Valley College,2.54,FALSE
171330,1,Bates Technical College,0.32,TRUE
171330,20,Seattle Central College,0.64,FALSE
171330,4,Centralia College,1.14,FALSE
171330,28,Yakima Valley College,2.55,FALSE
274569,1,Bates Technical College,0.32,TRUE
274569,20,Seattle Central College,0.82,FALSE
274569,4,Centralia College,1.07,FALSE
274569,28,Yakima Valley College,2.73,FALSE
304511,1,Bates Technical College,0.32,TRUE
304511,20,Seattle Central College,0.82,FALSE
304511,4,Centralia College,1.07,FALSE
304511,28,Yakima Valley College,2.73,FALSE
466939,1,Bates Technical College,0.32,TRUE
466939,20,Seattle Central College,0.61,FALSE
466939,4,Centralia College,1.07,FALSE
466939,28,Yakima Valley College,2.51,FALSE
621956,1,Bates Technical College,0.32,TRUE
621956,20,Seattle Central College,0.66,FALSE
621956,4,Centralia College,1.13,FALSE
621956,28,Yakima Valley College,2.56,FALSE
1777,20,Seattle Central College,0.32,TRUE
1777,1,Bates Technical College,0.63,FALSE
1777,4,Centralia College,1.42,FALSE
1777,28,Yakima Valley College,2.49,FALSE
3063,20,Seattle Central College,0.32,TRUE
3063,1,Bates Technical College,0.62,FALSE
3063,4,Centralia College,1.41,FALSE
3063,28,Yakima Valley College,2.49,FALSE
99846,20,Seattle Central College,0.32,TRUE
99846,1,Bates Technical College,0.62,FALSE
99846,4,Centralia College,1.41,FALSE
99846,28,Yakima Valley College,2.49,FALSE
129297,20,Seattle Central College,0.32,TRUE
129297,1,Bates Technical College,0.63,FALSE
129297,4,Centralia College,1.42,FALSE
129297,28,Yakima Valley College,2.49,FALSE
131381,20,Seattle Central College,0.32,TRUE
131381,1,Bates Technical College,0.7,FALSE
131381,4,Centralia College,1.49,FALSE
131381,28,Yakima Valley College,2.5,FALSE
135620,20,Seattle Central College,0.32,TRUE
135620,1,Bates Technical College,0.85,FALSE
135620,4,Centralia College,1.64,FALSE
135620,28,Yakima Valley College,2.5,FALSE
157806,20,Seattle Central College,0.32,TRUE
157806,1,Bates Technical College,0.64,FALSE
157806,4,Centralia College,1.43,FALSE
157806,28,Yakima Valley College,2.49,FALSE
248480,20,Seattle Central College,0.32,TRUE
248480,1,Bates Technical College,0.58,FALSE
248480,4,Centralia College,1.37,FALSE
248480,28,Yakima Valley College,2.49,FALSE
301507,20,Seattle Central College,0.32,TRUE
301507,1,Bates Technical College,0.63,FALSE
301507,4,Centralia College,1.42,FALSE
301507,28,Yakima Valley College,2.49,FALSE
324334,20,Seattle Central College,0.32,TRUE
324334,1,Bates Technical College,0.63,FALSE
324334,4,Centralia College,1.42,FALSE
324334,28,Yakima Valley College,2.5,FALSE
598976,20,Seattle Central College,0.32,TRUE
598976,1,Bates Technical College,0.67,FALSE
598976,4,Centralia College,1.46,FALSE
598976,28,Yakima Valley College,2.49,FALSE
784012,20,Seattle Central College,0.32,TRUE
784012,1,Bates Technical College,0.75,FALSE
784012,4,Centralia College,1.54,FALSE
784012,28,Yakima Valley College,2.49,FALSE
1094301,20,Seattle Central College,0.32,TRUE
1094301,1,Bates Technical College,0.63,FALSE
1094301,4,Centralia College,1.42,FALSE
1094301,28,Yakima Valley College,2.49,FALSE
1101265,20,Seattle Central College,0.32,TRUE
1101265,1,Bates Technical College,0.69,FALSE
1101265,4,Centralia College,1.48,FALSE
1101265,28,Yakima Valley College,2.36,FALSE
1120200,20,Seattle Central College,0.32,TRUE
1120200,1,Bates Technical College,0.64,FALSE
1120200,4,Centralia College,1.43,FALSE
1120200,28,Yakima Valley College,2.49,FALSE
1204198,20,Seattle Central College,0.32,TRUE
1204198,1,Bates Technical College,0.63,FALSE
1204198,4,Centralia College,1.42,FALSE
1204198,28,Yakima Valley College,2.49,FALSE
549921,20,Seattle Central College,0.32,TRUE
549921,1,Bates Technical College,0.63,FALSE
549921,4,Centralia College,1.42,FALSE
549921,28,Yakima Valley College,2.49,FALSE
451924,28,Yakima Valley College,0.32,TRUE
451924,20,Seattle Central College,2.52,FALSE
451924,1,Bates Technical College,2.78,FALSE
451924,4,Centralia College,3.14,FALSE
1736,28,Yakima Valley College,0.32,TRUE
1736,20,Seattle Central College,2.51,FALSE
1736,1,Bates Technical College,2.78,FALSE
1736,4,Centralia College,3.13,FALSE
1325,1,Bates Technical College,0.33,TRUE
1325,20,Seattle Central College,0.74,FALSE
1325,4,Centralia College,1.02,FALSE
1325,28,Yakima Valley College,2.53,FALSE
129897,1,Bates Technical College,0.33,TRUE
129897,20,Seattle Central College,0.62,FALSE
129897,4,Centralia College,1.14,FALSE
129897,28,Yakima Valley College,2.52,FALSE
237225,1,Bates Technical College,0.33,TRUE
237225,20,Seattle Central College,0.84,FALSE
237225,4,Centralia College,1.08,FALSE
237225,28,Yakima Valley College,2.74,FALSE
265581,1,Bates Technical College,0.33,TRUE
265581,20,Seattle Central College,0.79,FALSE
265581,4,Centralia College,1.05,FALSE
265581,28,Yakima Valley College,2.58,FALSE
295518,1,Bates Technical College,0.33,TRUE
295518,20,Seattle Central College,0.66,FALSE
295518,4,Centralia College,1.14,FALSE
295518,28,Yakima Valley College,2.56,FALSE
181015,20,Seattle Central College,0.33,TRUE
181015,1,Bates Technical College,0.71,FALSE
181015,4,Centralia College,1.49,FALSE
181015,28,Yakima Valley College,2.37,FALSE
221847,20,Seattle Central College,0.33,TRUE
221847,1,Bates Technical College,0.7,FALSE
221847,4,Centralia College,1.49,FALSE
221847,28,Yakima Valley College,2.37,FALSE
140301,4,Centralia College,0.33,TRUE
140301,1,Bates Technical College,0.86,FALSE
140301,20,Seattle Central College,1.35,FALSE
140301,28,Yakima Valley College,3.15,FALSE
1204347,4,Centralia College,0.33,TRUE
1204347,1,Bates Technical College,1.15,FALSE
1204347,20,Seattle Central College,1.64,FALSE
1204347,28,Yakima Valley College,3,FALSE
111887,20,Seattle Central College,0.33,TRUE
111887,1,Bates Technical College,0.76,FALSE
111887,4,Centralia College,1.55,FALSE
111887,28,Yakima Valley College,2.5,FALSE
136741,20,Seattle Central College,0.33,TRUE
136741,1,Bates Technical College,0.65,FALSE
136741,4,Centralia College,1.44,FALSE
136741,28,Yakima Valley College,2.5,FALSE
234142,20,Seattle Central College,0.33,TRUE
234142,1,Bates Technical College,0.7,FALSE
234142,4,Centralia College,1.49,FALSE
234142,28,Yakima Valley College,2.5,FALSE
299223,20,Seattle Central College,0.33,TRUE
299223,1,Bates Technical College,0.65,FALSE
299223,4,Centralia College,1.43,FALSE
299223,28,Yakima Valley College,2.5,FALSE
308193,20,Seattle Central College,0.33,TRUE
308193,1,Bates Technical College,0.63,FALSE
308193,4,Centralia College,1.42,FALSE
308193,28,Yakima Valley College,2.5,FALSE
325703,20,Seattle Central College,0.33,TRUE
325703,1,Bates Technical College,0.64,FALSE
325703,4,Centralia College,1.42,FALSE
325703,28,Yakima Valley College,2.5,FALSE
408991,20,Seattle Central College,0.33,TRUE
408991,1,Bates Technical College,0.71,FALSE
408991,4,Centralia College,1.5,FALSE
408991,28,Yakima Valley College,2.37,FALSE
598038,20,Seattle Central College,0.33,TRUE
598038,1,Bates Technical College,0.64,FALSE
598038,4,Centralia College,1.42,FALSE
598038,28,Yakima Valley College,2.5,FALSE
660003,20,Seattle Central College,0.33,TRUE
660003,1,Bates Technical College,0.86,FALSE
660003,4,Centralia College,1.64,FALSE
660003,28,Yakima Valley College,2.53,FALSE
734943,20,Seattle Central College,0.33,TRUE
734943,1,Bates Technical College,0.64,FALSE
734943,4,Centralia College,1.42,FALSE
734943,28,Yakima Valley College,2.5,FALSE
1121222,20,Seattle Central College,0.33,TRUE
1121222,1,Bates Technical College,0.64,FALSE
1121222,4,Centralia College,1.43,FALSE
1121222,28,Yakima Valley College,2.5,FALSE
143388,28,Yakima Valley College,0.33,TRUE
143388,20,Seattle Central College,2.53,FALSE
143388,1,Bates Technical College,2.79,FALSE
143388,4,Centralia College,3.15,FALSE
147355,28,Yakima Valley College,0.33,TRUE
147355,20,Seattle Central College,2.62,FALSE
147355,1,Bates Technical College,2.88,FALSE
147355,4,Centralia College,3.06,FALSE
229929,28,Yakima Valley College,0.33,TRUE
229929,20,Seattle Central College,2.53,FALSE
229929,1,Bates Technical College,2.79,FALSE
229929,4,Centralia College,3.15,FALSE
255841,28,Yakima Valley College,0.33,TRUE
255841,20,Seattle Central College,2.53,FALSE
255841,1,Bates Technical College,2.79,FALSE
255841,4,Centralia College,3.15,FALSE
2415,28,Yakima Valley College,0.33,TRUE
2415,20,Seattle Central College,2.62,FALSE
2415,1,Bates Technical College,2.88,FALSE
2415,4,Centralia College,3.06,FALSE
222594,1,Bates Technical College,0.34,TRUE
222594,20,Seattle Central College,0.6,FALSE
222594,4,Centralia College,1.13,FALSE
222594,28,Yakima Valley College,2.47,FALSE
279812,1,Bates Technical College,0.34,TRUE
279812,20,Seattle Central College,0.6,FALSE
279812,4,Centralia College,1.13,FALSE
279812,28,Yakima Valley College,2.47,FALSE
637001,1,Bates Technical College,0.34,TRUE
637001,20,Seattle Central College,0.68,FALSE
637001,4,Centralia College,1.15,FALSE
637001,28,Yakima Valley College,2.58,FALSE
1090189,1,Bates Technical College,0.34,TRUE
1090189,20,Seattle Central College,0.64,FALSE
1090189,4,Centralia College,1.15,FALSE
1090189,28,Yakima Valley College,2.54,FALSE
1166287,1,Bates Technical College,0.34,TRUE
1166287,20,Seattle Central College,0.6,FALSE
1166287,4,Centralia College,1.16,FALSE
1166287,28,Yakima Valley College,2.5,FALSE
1198239,1,Bates Technical College,0.34,TRUE
1198239,20,Seattle Central College,0.67,FALSE
1198239,4,Centralia College,1.15,FALSE
1198239,28,Yakima Valley College,2.54,FALSE
784016,20,Seattle Central College,0.34,TRUE
784016,1,Bates Technical College,0.71,FALSE
784016,4,Centralia College,1.5,FALSE
784016,28,Yakima Valley College,2.38,FALSE
1511,20,Seattle Central College,0.34,TRUE
1511,1,Bates Technical College,0.63,FALSE
1511,4,Centralia College,1.4,FALSE
1511,28,Yakima Valley College,2.51,FALSE
78009,20,Seattle Central College,0.34,TRUE
78009,1,Bates Technical College,0.67,FALSE
78009,4,Centralia College,1.46,FALSE
78009,28,Yakima Valley College,2.51,FALSE
134950,20,Seattle Central College,0.34,TRUE
134950,1,Bates Technical College,0.87,FALSE
134950,4,Centralia College,1.66,FALSE
